Year,Month,Day,Max,Min
1851,1,1,13.3,9.7
1851,1,2,13.3,6.7
1851,1,3,8.3,0.4
1851,1,4,10,2.2
1851,1,5,8.9,1.7
1851,1,6,7.2,4.4
1851,1,7,9.4,5.2
1851,1,8,7.8,3.2
1851,1,9,6.6,4.3
1851,1,10,13.4,6.1
1851,1,11,13.3,11.1
1851,1,12,15,6.7
1851,1,13,11.1,7.1
1851,1,14,10.6,7.8
1851,1,15,NA,NA
1851,1,16,NA,NA
1851,1,17,12.8,5
1851,1,18,8.2,5.3
1851,1,19,11.3,8.3
1851,1,20,11.4,8.4
1851,1,21,12.1,2.8
1851,1,22,5.6,3
1851,1,23,9.9,4.4
1851,1,24,10.4,8
1851,1,25,8.9,2.9
1851,1,26,8.1,2.8
1851,1,27,7.1,2.6
1851,1,28,9.8,5.8
1851,1,29,11.9,6.7
1851,1,30,10.7,3.2
1851,1,31,7.2,2.8
1851,2,1,7.9,3.2
1851,2,2,7.6,2
1851,2,3,8.2,2.6
1851,2,4,6.7,0.9
1851,2,5,11.9,3.6
1851,2,6,9.8,3.2
1851,2,7,10.4,4.4
1851,2,8,11.2,8.4
1851,2,9,10.8,6.8
1851,2,10,11.4,9.3
1851,2,11,11.4,9.7
1851,2,12,10.6,7.6
1851,2,13,10.1,7.7
1851,2,14,10.1,6.3
1851,2,15,10.1,7
1851,2,16,10,7.3
1851,2,17,10.7,7.6
1851,2,18,11.4,7.9
1851,2,19,11.9,10.8
1851,2,20,10.2,6.4
1851,2,21,8.1,0.4
1851,2,22,7.2,1.3
1851,2,23,9.3,7
1851,2,24,10.2,7
1851,2,25,10.9,8.3
1851,2,26,9.4,6.9
1851,2,27,9.2,3.9
1851,2,28,7,2.4
1851,3,1,6.8,2.4
1851,3,2,6.4,3.1
1851,3,3,8.8,4.8
1851,3,4,9.9,6.7
1851,3,5,10.9,8.8
1851,3,6,10.3,5.7
1851,3,7,9.4,2.1
1851,3,8,9.9,4
1851,3,9,10.6,5.7
1851,3,10,8.7,3
1851,3,11,8.1,3.2
1851,3,12,11.4,6.8
1851,3,13,8.6,5.2
1851,3,14,8.8,2.8
1851,3,15,9.7,5.1
1851,3,16,10.4,6.8
1851,3,17,10.7,7.7
1851,3,18,11.3,8
1851,3,19,10.6,7.3
1851,3,20,11.9,6.7
1851,3,21,8.4,7.9
1851,3,22,6.9,4.4
1851,3,23,10.8,4.4
1851,3,24,11.3,7.5
1851,3,25,11.9,9
1851,3,26,11.7,5.1
1851,3,27,11.2,6.4
1851,3,28,9.1,7
1851,3,29,10.7,7.1
1851,3,30,9.4,6.9
1851,3,31,9.7,3.4
1851,4,1,9.4,6.1
1851,4,2,10.4,7.9
1851,4,3,10.3,9.6
1851,4,4,10.2,8.4
1851,4,5,10.1,8.1
1851,4,6,9.1,6.6
1851,4,7,9.4,5.8
1851,4,8,9.2,5.6
1851,4,9,9.2,5.6
1851,4,10,12.6,4
1851,4,11,11.4,4.4
1851,4,12,11.9,5.9
1851,4,13,11.6,4.8
1851,4,14,9.3,6.4
1851,4,15,9.7,6.9
1851,4,16,10,7.9
1851,4,17,10,9.2
1851,4,18,9.9,7.8
1851,4,19,NA,6.9
1851,4,20,NA,8.3
1851,4,21,NA,8.2
1851,4,22,NA,8.6
1851,4,23,NA,6.7
1851,4,24,NA,6.6
1851,4,25,NA,5.4
1851,4,26,NA,7.2
1851,4,27,NA,4.3
1851,4,28,NA,3.9
1851,4,29,NA,5.1
1851,4,30,NA,6.2
1851,5,1,NA,7.8
1851,5,2,NA,8.1
1851,5,3,NA,8.4
1851,5,4,NA,4.4
1851,5,5,NA,6.4
1851,5,6,NA,7.4
1851,5,7,NA,8.4
1851,5,8,NA,8
1851,5,9,NA,5.8
1851,5,10,NA,7.4
1851,5,11,NA,7.6
1851,5,12,NA,8.4
1851,5,13,NA,10.4
1851,5,14,NA,11.2
1851,5,15,NA,11.1
1851,5,16,NA,11.1
1851,5,17,NA,11.4
1851,5,18,NA,10.8
1851,5,19,NA,9.2
1851,5,20,NA,9.9
1851,5,21,NA,11.4
1851,5,22,NA,10.8
1851,5,23,NA,10.9
1851,5,24,NA,11.3
1851,5,25,NA,12.4
1851,5,26,NA,9.9
1851,5,27,NA,9.7
1851,5,28,NA,9.8
1851,5,29,NA,11.1
1851,5,30,NA,10.9
1851,5,31,NA,13.1
1851,6,1,NA,11.9
1851,6,2,NA,10.8
1851,6,3,NA,12.1
1851,6,4,NA,7.8
1851,6,5,NA,8.4
1851,6,6,NA,8.6
1851,6,7,NA,10.2
1851,6,8,NA,12.8
1851,6,9,NA,9.3
1851,6,10,NA,8.6
1851,6,11,NA,5.2
1851,6,12,NA,9.6
1851,6,13,NA,10.7
1851,6,14,NA,11.3
1851,6,15,NA,11.9
1851,6,16,NA,11.9
1851,6,17,NA,10.3
1851,6,18,NA,12.4
1851,6,19,NA,13.1
1851,6,20,NA,13.1
1851,6,21,NA,15.3
1851,6,22,NA,11.7
1851,6,23,NA,11
1851,6,24,NA,13.8
1851,6,25,NA,14.1
1851,6,26,NA,13.4
1851,6,27,NA,16.2
1851,6,28,NA,NA
1851,6,29,NA,18.7
1851,6,30,NA,16.8
1851,7,1,NA,15.6
1851,7,2,NA,15.3
1851,7,3,NA,14.8
1851,7,4,NA,15
1851,7,5,NA,14.9
1851,7,6,NA,11.6
1851,7,7,NA,13.8
1851,7,8,NA,13.8
1851,7,9,NA,13.7
1851,7,10,NA,13
1851,7,11,NA,11.7
1851,7,12,NA,14.8
1851,7,13,NA,15.8
1851,7,14,NA,12.8
1851,7,15,NA,13.1
1851,7,16,NA,12.4
1851,7,17,NA,11.9
1851,7,18,NA,10.4
1851,7,19,NA,12
1851,7,20,NA,12.4
1851,7,21,NA,12.1
1851,7,22,NA,12.9
1851,7,23,NA,14.2
1851,7,24,NA,14.9
1851,7,25,NA,14.8
1851,7,26,NA,13.4
1851,7,27,NA,11.6
1851,7,28,NA,14.2
1851,7,29,NA,13.7
1851,7,30,NA,12.4
1851,7,31,NA,11.2
1851,8,1,NA,14.3
1851,8,2,NA,12.4
1851,8,3,NA,15.7
1851,8,4,NA,16.2
1851,8,5,NA,16.3
1851,8,6,NA,16.6
1851,8,7,NA,13.6
1851,8,8,NA,13
1851,8,9,NA,13.7
1851,8,10,NA,16.8
1851,8,11,NA,15.9
1851,8,12,NA,15.7
1851,8,13,NA,16.4
1851,8,14,NA,16.4
1851,8,15,NA,15.2
1851,8,16,NA,15.2
1851,8,17,NA,16.3
1851,8,18,NA,15.3
1851,8,19,NA,16.3
1851,8,20,NA,17
1851,8,21,NA,16.9
1851,8,22,NA,16.8
1851,8,23,NA,14.7
1851,8,24,NA,12
1851,8,25,NA,12.7
1851,8,26,NA,14.2
1851,8,27,NA,14.4
1851,8,28,NA,12.6
1851,8,29,NA,12.4
1851,8,30,NA,11.9
1851,8,31,NA,10.3
1851,9,1,20.2,14.7
1851,9,2,NA,16.3
1851,9,3,NA,15.4
1851,9,4,18.6,15.1
1851,9,5,21.7,15.3
1851,9,6,20.8,15.6
1851,9,7,19.9,12
1851,9,8,15.1,11.7
1851,9,9,17.8,13.6
1851,9,10,19.1,13.2
1851,9,11,20.2,12.6
1851,9,12,20.1,13
1851,9,13,19.1,9.4
1851,9,14,17.5,10.4
1851,9,15,20.2,9.8
1851,9,16,18.1,12.5
1851,9,17,21.3,9.2
1851,9,18,17.3,12.7
1851,9,19,15.3,11.8
1851,9,20,18.7,10.3
1851,9,21,18,13.8
1851,9,22,18.1,16.4
1851,9,23,19,15.4
1851,9,24,16.4,13.1
1851,9,25,12.2,11
1851,9,26,10.7,9.2
1851,9,27,10.8,8.7
1851,9,28,11.4,9.1
1851,9,29,15.6,11.2
1851,9,30,16.3,11.2
1851,10,1,14.8,10
1851,10,2,13,9.4
1851,10,3,13.2,10.3
1851,10,4,15.3,10.1
1851,10,5,12.7,9.9
1851,10,6,13.6,9.7
1851,10,7,14.9,10.6
1851,10,8,14.3,10.3
1851,10,9,16.1,11.1
1851,10,10,16.4,14.6
1851,10,11,16.4,14.2
1851,10,12,16.4,8.3
1851,10,13,16.4,12
1851,10,14,15.8,10.9
1851,10,15,14.6,8.8
1851,10,16,10.6,7.9
1851,10,17,11.3,8.8
1851,10,18,14.8,10.1
1851,10,19,15.8,14.1
1851,10,20,16,11.9
1851,10,21,15.7,13.4
1851,10,22,12.1,10.2
1851,10,23,14.9,11.7
1851,10,24,14.1,12.5
1851,10,25,15.8,13.1
1851,10,26,9.7,5.4
1851,10,27,12.4,6.9
1851,10,28,12.3,10.2
1851,10,29,14.3,7.2
1851,10,30,9.1,5
1851,10,31,9.9,5.4
1851,11,1,10.2,6.2
1851,11,2,8.2,5.4
1851,11,3,8.2,6.2
1851,11,4,10.2,5.8
1851,11,5,9.7,1.8
1851,11,6,9.7,4.3
1851,11,7,11,9
1851,11,8,11.9,9.8
1851,11,9,12.4,9.9
1851,11,10,12.2,9.7
1851,11,11,11.3,9
1851,11,12,11.3,4.3
1851,11,13,9.9,4.9
1851,11,14,10.4,6.1
1851,11,15,12,9.2
1851,11,16,12,9.6
1851,11,17,11.3,5.6
1851,11,18,9.8,5.8
1851,11,19,11.8,9.2
1851,11,20,13,8.7
1851,11,21,10.4,8.2
1851,11,22,10.9,7.8
1851,11,23,11.6,8
1851,11,24,13.1,6.4
1851,11,25,8.2,6.2
1851,11,26,9.1,6.1
1851,11,27,8.4,2.4
1851,11,28,5.3,-0.2
1851,11,29,3.3,-1.3
1851,11,30,6.4,-1.2
1851,12,1,7.4,5.3
1851,12,2,7.3,-1.3
1851,12,3,3.7,-0.9
1851,12,4,7.5,3.4
1851,12,5,11.1,6.9
1851,12,6,11.7,9.2
1851,12,7,12.3,10.4
1851,12,8,13,9.2
1851,12,9,14.1,9.4
1851,12,10,14.1,11.2
1851,12,11,12.1,8.8
1851,12,12,11.6,7.6
1851,12,13,10.1,3.2
1851,12,14,7.8,3.2
1851,12,15,10.4,4.3
1851,12,16,11.9,10
1851,12,17,11.1,9.7
1851,12,18,11.9,10.1
1851,12,19,11.1,8.6
1851,12,20,13,9.9
1851,12,21,11,6.7
1851,12,22,9.7,6.3
1851,12,23,8.4,1.7
1851,12,24,10.1,6.1
1851,12,25,10.6,8.6
1851,12,26,10,8
1851,12,27,8.2,3.1
1851,12,28,7.2,2
1851,12,29,4.8,1.9
1851,12,30,5.8,3.8
1851,12,31,6.1,4.3
1852,1,1,NA,NA
1852,1,2,NA,NA
1852,1,3,NA,NA
1852,1,4,NA,NA
1852,1,5,NA,NA
1852,1,6,NA,NA
1852,1,7,NA,NA
1852,1,8,NA,NA
1852,1,9,NA,NA
1852,1,10,NA,NA
1852,1,11,NA,NA
1852,1,12,NA,NA
1852,1,13,NA,NA
1852,1,14,NA,NA
1852,1,15,NA,NA
1852,1,16,NA,NA
1852,1,17,NA,NA
1852,1,18,NA,NA
1852,1,19,NA,NA
1852,1,20,NA,NA
1852,1,21,NA,NA
1852,1,22,NA,NA
1852,1,23,NA,NA
1852,1,24,NA,NA
1852,1,25,NA,NA
1852,1,26,NA,NA
1852,1,27,NA,NA
1852,1,28,NA,NA
1852,1,29,NA,NA
1852,1,30,NA,NA
1852,1,31,NA,NA
1852,2,1,NA,NA
1852,2,2,NA,NA
1852,2,3,NA,NA
1852,2,4,NA,NA
1852,2,5,NA,NA
1852,2,6,NA,NA
1852,2,7,NA,NA
1852,2,8,NA,NA
1852,2,9,NA,NA
1852,2,10,NA,NA
1852,2,11,NA,NA
1852,2,12,NA,NA
1852,2,13,NA,NA
1852,2,14,NA,NA
1852,2,15,NA,NA
1852,2,16,NA,NA
1852,2,17,NA,NA
1852,2,18,NA,NA
1852,2,19,NA,NA
1852,2,20,NA,NA
1852,2,21,NA,NA
1852,2,22,NA,NA
1852,2,23,NA,NA
1852,2,24,NA,NA
1852,2,25,NA,NA
1852,2,26,NA,NA
1852,2,27,NA,NA
1852,2,28,NA,NA
1852,2,29,NA,NA
1852,3,1,NA,NA
1852,3,2,NA,NA
1852,3,3,NA,NA
1852,3,4,NA,NA
1852,3,5,NA,NA
1852,3,6,NA,NA
1852,3,7,NA,NA
1852,3,8,NA,NA
1852,3,9,NA,NA
1852,3,10,NA,NA
1852,3,11,NA,NA
1852,3,12,NA,NA
1852,3,13,NA,NA
1852,3,14,NA,NA
1852,3,15,NA,NA
1852,3,16,NA,NA
1852,3,17,NA,NA
1852,3,18,NA,NA
1852,3,19,NA,NA
1852,3,20,NA,NA
1852,3,21,NA,NA
1852,3,22,NA,NA
1852,3,23,NA,NA
1852,3,24,NA,NA
1852,3,25,NA,NA
1852,3,26,NA,NA
1852,3,27,NA,NA
1852,3,28,NA,NA
1852,3,29,NA,NA
1852,3,30,NA,NA
1852,3,31,NA,NA
1852,4,1,NA,NA
1852,4,2,NA,NA
1852,4,3,NA,NA
1852,4,4,NA,NA
1852,4,5,NA,NA
1852,4,6,NA,NA
1852,4,7,NA,NA
1852,4,8,NA,NA
1852,4,9,NA,NA
1852,4,10,NA,NA
1852,4,11,NA,NA
1852,4,12,NA,NA
1852,4,13,NA,NA
1852,4,14,NA,NA
1852,4,15,NA,NA
1852,4,16,NA,NA
1852,4,17,NA,NA
1852,4,18,NA,NA
1852,4,19,NA,NA
1852,4,20,NA,NA
1852,4,21,NA,NA
1852,4,22,NA,NA
1852,4,23,NA,NA
1852,4,24,NA,NA
1852,4,25,NA,NA
1852,4,26,NA,NA
1852,4,27,NA,NA
1852,4,28,NA,NA
1852,4,29,NA,NA
1852,4,30,NA,NA
1852,5,1,NA,NA
1852,5,2,NA,NA
1852,5,3,NA,NA
1852,5,4,NA,NA
1852,5,5,NA,NA
1852,5,6,NA,NA
1852,5,7,NA,NA
1852,5,8,NA,NA
1852,5,9,NA,NA
1852,5,10,NA,NA
1852,5,11,NA,NA
1852,5,12,NA,NA
1852,5,13,NA,NA
1852,5,14,NA,NA
1852,5,15,NA,NA
1852,5,16,NA,NA
1852,5,17,NA,NA
1852,5,18,NA,NA
1852,5,19,NA,NA
1852,5,20,NA,NA
1852,5,21,NA,NA
1852,5,22,NA,NA
1852,5,23,NA,NA
1852,5,24,NA,NA
1852,5,25,NA,NA
1852,5,26,NA,NA
1852,5,27,NA,NA
1852,5,28,NA,NA
1852,5,29,NA,NA
1852,5,30,NA,NA
1852,5,31,NA,NA
1852,6,1,NA,NA
1852,6,2,NA,NA
1852,6,3,NA,NA
1852,6,4,NA,NA
1852,6,5,NA,NA
1852,6,6,NA,NA
1852,6,7,NA,NA
1852,6,8,NA,NA
1852,6,9,NA,NA
1852,6,10,NA,NA
1852,6,11,NA,NA
1852,6,12,NA,NA
1852,6,13,NA,NA
1852,6,14,NA,NA
1852,6,15,NA,NA
1852,6,16,NA,NA
1852,6,17,NA,NA
1852,6,18,NA,NA
1852,6,19,NA,NA
1852,6,20,NA,NA
1852,6,21,NA,NA
1852,6,22,NA,NA
1852,6,23,NA,NA
1852,6,24,NA,NA
1852,6,25,NA,NA
1852,6,26,NA,NA
1852,6,27,NA,NA
1852,6,28,NA,NA
1852,6,29,NA,NA
1852,6,30,NA,NA
1852,7,1,NA,NA
1852,7,2,NA,NA
1852,7,3,NA,NA
1852,7,4,NA,NA
1852,7,5,NA,NA
1852,7,6,NA,NA
1852,7,7,NA,NA
1852,7,8,NA,NA
1852,7,9,NA,NA
1852,7,10,NA,NA
1852,7,11,NA,NA
1852,7,12,NA,NA
1852,7,13,NA,NA
1852,7,14,NA,NA
1852,7,15,NA,NA
1852,7,16,NA,NA
1852,7,17,NA,NA
1852,7,18,NA,NA
1852,7,19,NA,NA
1852,7,20,NA,NA
1852,7,21,NA,NA
1852,7,22,NA,NA
1852,7,23,NA,NA
1852,7,24,NA,NA
1852,7,25,NA,NA
1852,7,26,NA,NA
1852,7,27,NA,NA
1852,7,28,NA,NA
1852,7,29,NA,NA
1852,7,30,NA,NA
1852,7,31,NA,NA
1852,8,1,NA,NA
1852,8,2,NA,NA
1852,8,3,NA,NA
1852,8,4,NA,NA
1852,8,5,NA,NA
1852,8,6,NA,NA
1852,8,7,NA,NA
1852,8,8,NA,NA
1852,8,9,NA,NA
1852,8,10,NA,NA
1852,8,11,NA,NA
1852,8,12,NA,NA
1852,8,13,NA,NA
1852,8,14,NA,NA
1852,8,15,NA,NA
1852,8,16,NA,NA
1852,8,17,NA,NA
1852,8,18,NA,NA
1852,8,19,NA,NA
1852,8,20,NA,NA
1852,8,21,NA,NA
1852,8,22,NA,NA
1852,8,23,NA,NA
1852,8,24,NA,NA
1852,8,25,NA,NA
1852,8,26,NA,NA
1852,8,27,NA,NA
1852,8,28,NA,NA
1852,8,29,NA,NA
1852,8,30,NA,NA
1852,8,31,NA,NA
1852,9,1,NA,NA
1852,9,2,NA,NA
1852,9,3,NA,NA
1852,9,4,NA,NA
1852,9,5,NA,NA
1852,9,6,NA,NA
1852,9,7,NA,NA
1852,9,8,NA,NA
1852,9,9,NA,NA
1852,9,10,NA,NA
1852,9,11,NA,NA
1852,9,12,NA,NA
1852,9,13,NA,NA
1852,9,14,NA,NA
1852,9,15,NA,NA
1852,9,16,NA,NA
1852,9,17,NA,NA
1852,9,18,NA,NA
1852,9,19,NA,NA
1852,9,20,NA,NA
1852,9,21,NA,NA
1852,9,22,NA,NA
1852,9,23,NA,NA
1852,9,24,NA,NA
1852,9,25,NA,NA
1852,9,26,NA,NA
1852,9,27,NA,NA
1852,9,28,NA,NA
1852,9,29,NA,NA
1852,9,30,NA,NA
1852,10,1,NA,NA
1852,10,2,NA,NA
1852,10,3,NA,NA
1852,10,4,NA,NA
1852,10,5,NA,NA
1852,10,6,NA,NA
1852,10,7,NA,NA
1852,10,8,NA,NA
1852,10,9,NA,NA
1852,10,10,NA,NA
1852,10,11,NA,NA
1852,10,12,NA,NA
1852,10,13,NA,NA
1852,10,14,NA,NA
1852,10,15,NA,NA
1852,10,16,NA,NA
1852,10,17,NA,NA
1852,10,18,NA,NA
1852,10,19,NA,NA
1852,10,20,NA,NA
1852,10,21,NA,NA
1852,10,22,NA,NA
1852,10,23,NA,NA
1852,10,24,NA,NA
1852,10,25,NA,NA
1852,10,26,NA,NA
1852,10,27,NA,NA
1852,10,28,NA,NA
1852,10,29,NA,NA
1852,10,30,NA,NA
1852,10,31,NA,NA
1852,11,1,NA,NA
1852,11,2,NA,NA
1852,11,3,NA,NA
1852,11,4,NA,NA
1852,11,5,NA,NA
1852,11,6,NA,NA
1852,11,7,NA,NA
1852,11,8,NA,NA
1852,11,9,NA,NA
1852,11,10,NA,NA
1852,11,11,NA,NA
1852,11,12,NA,NA
1852,11,13,NA,NA
1852,11,14,NA,NA
1852,11,15,NA,NA
1852,11,16,NA,NA
1852,11,17,NA,NA
1852,11,18,NA,NA
1852,11,19,NA,NA
1852,11,20,NA,NA
1852,11,21,NA,NA
1852,11,22,NA,NA
1852,11,23,NA,NA
1852,11,24,NA,NA
1852,11,25,NA,NA
1852,11,26,NA,NA
1852,11,27,NA,NA
1852,11,28,NA,NA
1852,11,29,NA,NA
1852,11,30,NA,NA
1852,12,1,NA,NA
1852,12,2,NA,NA
1852,12,3,NA,NA
1852,12,4,NA,NA
1852,12,5,NA,NA
1852,12,6,NA,NA
1852,12,7,NA,NA
1852,12,8,NA,NA
1852,12,9,NA,NA
1852,12,10,NA,NA
1852,12,11,NA,NA
1852,12,12,NA,NA
1852,12,13,NA,NA
1852,12,14,NA,NA
1852,12,15,NA,NA
1852,12,16,NA,NA
1852,12,17,NA,NA
1852,12,18,NA,NA
1852,12,19,NA,NA
1852,12,20,NA,NA
1852,12,21,NA,NA
1852,12,22,NA,NA
1852,12,23,NA,NA
1852,12,24,NA,NA
1852,12,25,NA,NA
1852,12,26,NA,NA
1852,12,27,NA,NA
1852,12,28,NA,NA
1852,12,29,NA,NA
1852,12,30,NA,NA
1852,12,31,NA,NA
1853,1,1,NA,NA
1853,1,2,NA,NA
1853,1,3,NA,NA
1853,1,4,NA,NA
1853,1,5,NA,NA
1853,1,6,NA,NA
1853,1,7,NA,NA
1853,1,8,NA,NA
1853,1,9,NA,NA
1853,1,10,NA,NA
1853,1,11,NA,NA
1853,1,12,NA,NA
1853,1,13,NA,NA
1853,1,14,NA,NA
1853,1,15,NA,NA
1853,1,16,NA,NA
1853,1,17,NA,NA
1853,1,18,NA,NA
1853,1,19,NA,NA
1853,1,20,NA,NA
1853,1,21,NA,NA
1853,1,22,NA,NA
1853,1,23,NA,NA
1853,1,24,NA,NA
1853,1,25,NA,NA
1853,1,26,NA,NA
1853,1,27,NA,NA
1853,1,28,NA,NA
1853,1,29,NA,NA
1853,1,30,NA,NA
1853,1,31,NA,NA
1853,2,1,NA,NA
1853,2,2,NA,NA
1853,2,3,NA,NA
1853,2,4,NA,NA
1853,2,5,NA,NA
1853,2,6,NA,NA
1853,2,7,NA,NA
1853,2,8,NA,NA
1853,2,9,NA,NA
1853,2,10,NA,NA
1853,2,11,NA,NA
1853,2,12,NA,NA
1853,2,13,NA,NA
1853,2,14,NA,NA
1853,2,15,NA,NA
1853,2,16,NA,NA
1853,2,17,NA,NA
1853,2,18,NA,NA
1853,2,19,NA,NA
1853,2,20,NA,NA
1853,2,21,NA,NA
1853,2,22,NA,NA
1853,2,23,NA,NA
1853,2,24,NA,NA
1853,2,25,NA,NA
1853,2,26,NA,NA
1853,2,27,NA,NA
1853,2,28,NA,NA
1853,3,1,NA,NA
1853,3,2,NA,NA
1853,3,3,NA,NA
1853,3,4,NA,NA
1853,3,5,NA,NA
1853,3,6,NA,NA
1853,3,7,NA,NA
1853,3,8,NA,NA
1853,3,9,NA,NA
1853,3,10,NA,NA
1853,3,11,NA,NA
1853,3,12,NA,NA
1853,3,13,NA,NA
1853,3,14,NA,NA
1853,3,15,NA,NA
1853,3,16,NA,NA
1853,3,17,NA,NA
1853,3,18,NA,NA
1853,3,19,NA,NA
1853,3,20,NA,NA
1853,3,21,NA,NA
1853,3,22,NA,NA
1853,3,23,NA,NA
1853,3,24,NA,NA
1853,3,25,NA,NA
1853,3,26,NA,NA
1853,3,27,NA,NA
1853,3,28,NA,NA
1853,3,29,NA,NA
1853,3,30,NA,NA
1853,3,31,NA,NA
1853,4,1,NA,NA
1853,4,2,NA,NA
1853,4,3,NA,NA
1853,4,4,NA,NA
1853,4,5,NA,NA
1853,4,6,NA,NA
1853,4,7,NA,NA
1853,4,8,NA,NA
1853,4,9,NA,NA
1853,4,10,NA,NA
1853,4,11,NA,NA
1853,4,12,NA,NA
1853,4,13,NA,NA
1853,4,14,NA,NA
1853,4,15,NA,NA
1853,4,16,NA,NA
1853,4,17,NA,NA
1853,4,18,NA,NA
1853,4,19,NA,NA
1853,4,20,NA,NA
1853,4,21,NA,NA
1853,4,22,NA,NA
1853,4,23,NA,NA
1853,4,24,NA,NA
1853,4,25,NA,NA
1853,4,26,NA,NA
1853,4,27,NA,NA
1853,4,28,NA,NA
1853,4,29,NA,NA
1853,4,30,NA,NA
1853,5,1,NA,NA
1853,5,2,NA,NA
1853,5,3,NA,NA
1853,5,4,NA,NA
1853,5,5,NA,NA
1853,5,6,NA,NA
1853,5,7,NA,NA
1853,5,8,NA,NA
1853,5,9,NA,NA
1853,5,10,NA,NA
1853,5,11,NA,NA
1853,5,12,NA,NA
1853,5,13,NA,NA
1853,5,14,NA,NA
1853,5,15,NA,NA
1853,5,16,NA,NA
1853,5,17,NA,NA
1853,5,18,NA,NA
1853,5,19,NA,NA
1853,5,20,NA,NA
1853,5,21,NA,NA
1853,5,22,NA,NA
1853,5,23,NA,NA
1853,5,24,NA,NA
1853,5,25,NA,NA
1853,5,26,NA,NA
1853,5,27,NA,NA
1853,5,28,NA,NA
1853,5,29,NA,NA
1853,5,30,NA,NA
1853,5,31,NA,NA
1853,6,1,NA,NA
1853,6,2,NA,NA
1853,6,3,NA,NA
1853,6,4,NA,NA
1853,6,5,NA,NA
1853,6,6,NA,NA
1853,6,7,NA,NA
1853,6,8,NA,NA
1853,6,9,NA,NA
1853,6,10,NA,NA
1853,6,11,NA,NA
1853,6,12,NA,NA
1853,6,13,NA,NA
1853,6,14,NA,NA
1853,6,15,NA,NA
1853,6,16,NA,NA
1853,6,17,NA,NA
1853,6,18,NA,NA
1853,6,19,NA,NA
1853,6,20,NA,NA
1853,6,21,NA,NA
1853,6,22,NA,NA
1853,6,23,NA,NA
1853,6,24,NA,NA
1853,6,25,NA,NA
1853,6,26,NA,NA
1853,6,27,NA,NA
1853,6,28,NA,NA
1853,6,29,NA,NA
1853,6,30,NA,NA
1853,7,1,NA,NA
1853,7,2,NA,NA
1853,7,3,NA,NA
1853,7,4,NA,NA
1853,7,5,NA,NA
1853,7,6,NA,NA
1853,7,7,NA,NA
1853,7,8,NA,NA
1853,7,9,NA,NA
1853,7,10,NA,NA
1853,7,11,NA,NA
1853,7,12,NA,NA
1853,7,13,NA,NA
1853,7,14,NA,NA
1853,7,15,NA,NA
1853,7,16,NA,NA
1853,7,17,NA,NA
1853,7,18,NA,NA
1853,7,19,NA,NA
1853,7,20,NA,NA
1853,7,21,NA,NA
1853,7,22,NA,NA
1853,7,23,NA,NA
